person_name,Time,Comments,Language
@shubhamb3444,2 weeks ago (edited),question since water brought sapt sagarocean time saying coming river recreating moment,en
@vijaynr65,2 weeks ago,,en
@tonysingh-ft9ki,2 weeks ago,pm modi ji better another pm world india,en
@tonysingh-ft9ki,2 weeks ago,good nice modi ji better another pm world india,en
@muralikalkar3554,2 weeks ago,nice informative video,en
@lifejourneya-z5097,2 weeks ago,fake historynot ayodhyaayanadu kanyakumarireal name sempavalm,en
@srivishnu2609,2 weeks ago,well explained jai shree ram,en
@doc1780,2 weeks ago,,en
@quatsachannel9301,2 weeks ago,jai shree ram,en
@ishittrivedi5325,2 weeks ago,lord ram connection nepal srilanka know,en
@vijaymore9785,2 weeks ago,jai shri ram,en
@tarunsingh5085,2 weeks ago,jai jai shree ram jai hanuman,en
@knight8675,2 weeks ago,couldve used money something useful,en
@harshreality106,2 weeks ago,shri ram aayenge scamgress jayenge,en
@sunithaudaykumar3096,2 weeks ago,jai shree sita ram,en
@kvramesh7702,2 weeks ago,ayodhya holi palace hindu rama temple built many year dream come true,en
@kumaranv284,2 weeks ago,informative thanks lot,en
@AlfredAlfred-kb9cw,2 weeks ago (edited),world religious head quarter jewschristiansand islam abrahamic religion mutually exclusive cant faith respect creation mother nature ram temple ayodhya hindu religious head quarter,en
@ramdasmane4624,2 weeks ago,sir discription shri ram ramayana well expressed thought thing true matter pride indian treta yuga side long surya moon suryavanshi well jai jai kar jai shri ram,en
@narayanannambiar8029,2 weeks ago,hindu mean himsa one,en
@narayanannambiar8029,2 weeks ago,hindu present sure ayodhya ram temple pranaprathishta ceremony watching people part ram sevak previous life,en
@abhyuday_bose,2 weeks ago,,en
@akshaykn369,2 weeks ago,jai shree ram,en
@SD-xh6ui,2 weeks ago,south korea people racist indian deeply rooted mind ground reality quite different self obsessed fake beauty standard see people lowly race,en
@r.p7883,2 weeks ago,jai sri ram,en
@manisvcsurampudi9421,2 weeks ago,ramayana history ithihas,en
@mohitjoshi3994,2 weeks ago,forget pakistan river sindhu mata hinglaj mandir pakistan please shed light pakistan connected lord ram many temple around lac hindu pakistan many old temple river hindu importance please least make point ur video indonesia dint forget ancestor many year pakistan year thanks hope u consider point,en
@abhishekbhosale9631,2 weeks ago,superb,en
@amarchhetri7864,2 weeks ago,natural tear along happiness ram temple built long period year jai shri ram,en
@sanyogdeshpande,2 weeks ago,nicely covered thanks jay shree ram,en
@AyushDongre-jh6xe,2 weeks ago,rammandir gonna boast economy,en
@KumarHarshRaj,2 weeks ago,contribution hell suggest u,en
@knight8675,2 weeks ago,kumarharshraj im talking government,en
@KumarHarshRaj,2 weeks ago,knight whole project public funded,en
@AyushDongre-jh6xe,2 weeks ago,knight money ram mandir funded public devotee,en
@knight8675,23 hours ago,ayushdongrejhxe waste money could used poor instead stupid building dedicated something doesnt exist,en
@knight8675,2 weeks ago,hq would better nepal india large number muslim christian whereas nepal negligible amount,en
@AlfredAlfred-kb9cw,2 weeks ago (edited),knight numerically india nearly one hundred twenty crore hindu india mean india right place ram temple fact abrahamic faith exclusive nature pose real threat inclusive faith like hindu india,en
@knight8675,2 weeks ago,alfredalfredkbcw yeh percentage wise nepal far larger population follwoing hinduism,en
@karthikvlogs456,2 weeks ago,true,en
@laksh4real,2 weeks ago,jay shree ram,en
@rahulkanghujam133,2 weeks ago,proud indian manipur burning,en
@jnanaranjannayak4634,2 weeks ago,jay shree ram,en
@unification361,2 weeks ago,jai shree ram,en
@vasupradhamohan3156,2 weeks ago,happy sickular india today praising construction ram lalla temple importance jai shri ram,en
@satya.batchu,2 weeks ago,jai shree ram,en
@banty1t,2 weeks ago,jai shree ram,en
@nishitsoni1747,2 weeks ago,excellent information hinduism influence outside india jai shri ram,en
@Rohankumar-gp7fg,2 weeks ago,jai sanatan dharm jai shree ram,en
@user-rt1eb3eh9n,2 weeks ago,mr charchil said hindu economy never go beyond proudly part hindu economy generates k crore big ceremony shree ram mandir inauguration,en
@parnabhighflyer6901,2 weeks ago,inauguration temple thousand year later give u glimpse celebration brotherhood feeling festivity imagine would shri ram actually stayed,en
@bhaskarraman932,2 weeks ago,world acclaim hindu religion tamilnadu cm son comment sanathan dharma dr ranganathan said one debate dmk representative debate require reschooled leader,en
@fineshot6714,2 weeks ago,jay shri ram,en
@keshabmond6530,2 weeks ago,heart touching report thank valuable report lord shri ram mean kindness justice love many jay shree ram,en
@Rakesh_kumar711,2 weeks ago,ramlala,en
@lakhiramlekhwar7393,2 weeks ago,jai shri ramwishing change world wide would start prevailing march towards vasudev kutambakam,en
@pantsharad,2 weeks ago,great initiative period war lord rama spread peace prosperity world,en
@gopalakrishnanv9456,2 weeks ago,glory modi empire,en
@surendr3645,2 weeks ago,fight many century decade many indian sense history,en
@rishirajkumar5050,2 weeks ago,coming know amazing information anti india termite congress thrown dustbin,en
@roopalisarkar8802,9 days ago,manipur burning becoz invader kuki infiltration myanmar,en
@bidyutchatterjee7195,2 weeks ago,well explained connection lord ram different asian country thanx lot,en
@MAHADEVA_Aow3,2 weeks ago,ayodhya jhanki hai mathura kanshi baki hai,en
@MOHIT-xn6ml,2 weeks ago,ian proud barathiya,en
@mishalrijal3270,2 weeks ago,,en
@prranjalsfortitude-bb1ns,2 weeks ago,survived last year severe atrocity continuously paid tear blood hard work dedication never took easy way finally born sweetest fruit temple tribute ancestor suffer indefinitely live constant threat extinction mere year century still refused give let year old ancestral civilisation go extinct hand even brutal barbaric inhuman adversary sanatan dharm oldest religion world living dharma may bhagwan ram maa sita bless u help u regain lost glory jay shree ram mata sita ki jay,en
@crypticTV,2 weeks ago,korea connection,en
@rabdabanda4341,2 weeks ago,super excited ram ayodhya temple,en
@jhangma9521,2 weeks ago,gandhi family didnt want temple built,en
@ravidange8932,2 weeks ago,jay shri ram,en
@pkempaiah,2 weeks ago,jai sri ram,en
@dcamola3275,2 weeks ago,,en
@pcd3475,2 weeks ago,jai shri ram bharat mata ki jai,en
@shashwatsreenivasan4505,2 weeks ago,like said prime minister modi need brag automatically win co one amazing thing landed moon south pole held sucessful g summit,en
@theunchartedplane2898,2 weeks ago,worth cost hospital waste money country open sewage trash everywhere,en
@ketanmekde718,2 weeks ago,jsi shree ram laxman janki jai bolo hanuman ki,en
@shubhankchandr,2 weeks ago,nice coverage kudos,en
@sharkmansh6398,2 weeks ago,jai siya ram,en
@DheerajKumar-kr9lm,2 weeks ago,think european country happy,en
@bhartiya_force,2 weeks ago,jai shree ram,en
@jasdeengar6207,2 weeks ago,jai shree ram jai hanuman ji,en
@atvijai628,2 weeks ago,dharma sthapana hoke rahega jai mata bharati jai sri rama,en
@santusanturohit4832,4 days ago,feel maa sita cursethat invaded colonised,en
@Victus809,2 weeks ago,worst connection,en
@danvin4620,3 days ago,,en
@krishparmar3213,2 weeks ago,jai shree ram ji,en
@malleshgodgenpalli1593,2 weeks ago,,en
@malleshgodgenpalli1593,2 weeks ago,,en
@shoaibullasharief,2 weeks ago,bla bla bla bla bla thank god muslim,en
@dYaduvanshi_358,2 weeks ago,,en
@Balharbor28,2 weeks ago,ram ram sita ram,en
@veersinghsanyasi1304,2 weeks ago,iam sikh africa ilands mauritius bilive sanatanah sikh hindi sikh ektah jaibarat,en
@progsinvincible,2 weeks ago,remember visiting ayodhya many year back tear eye seeing heavily barricaded janambhoomi area idol make shift tent even folk tale north india full courageous story ancestor laid life trying protect beloved idol risked life overnight transporting idol midst brutal attack today soul ancestor also find peace,en
@ashutoshdwivedi577,2 weeks ago,jai shree ram,en
@chrissingh4730,2 weeks ago,shame opposition qualified enough,en
@ashutoshdwivedi577,2 weeks ago,,en
@MhadevmandirKantilal,2 weeks ago,nice,en
@venkatballampally8994,2 weeks ago,superb channel given true good knowledge sister,en
@maheshfollowing,2 weeks ago,jai ramlala,en
@venkatballampally8994,2 weeks ago,jai jai sri ram,en
@maheshfollowing,2 weeks ago,amazing jai shri ramaji jai shri hanumanji absolute gripping speech,en
@induchopra3014,2 weeks ago,whole civilization revived great old value fanily come back joint family best stress killing working couole,en
@maheshfollowing,2 weeks ago,jai shri rama jai shri hanuman,en
@vvs0,2 weeks ago,called true bharat jodo,en
@NitinGargtintiniitk,2 weeks ago,lady talking ram mandir smile face wont face ire leftlibrandu boss india today cant imagine pissed rajdeep sardesai rahul kanwal like must event,en
@tarun1982,2 weeks ago,finished hindu whole religion finished hindu,en
@harrygill9363,2 weeks ago (edited),nice know sikh mauritius also sikh india,en
@RamyaSanatani,2 weeks ago,,en
@renjithlal9404,7 days ago,hindu sikhism buddhism jainism separate thing branch hinduism,en
@user-uf6wc2zf6r,6 days ago,lmao,en
@user-uf6wc2zf6r,6 days ago,lmao,en
@user-ds9lm4tx5z,22 hours ago,userufwczfr apply burnol,en
@amarshinde82,2 weeks ago,,en
@ramvijaychauhan7789,2 weeks ago,jai shree ram,en
@tanvi3951,2 weeks ago,hmare prabu aa rahe hai jai siya ram,en
@humanityk2423,2 weeks ago,casteism sanatani,en
@humanityk2423,2 weeks ago,temple surrounded economic growth,en
@baigji,2 weeks ago,,en
@bidhandarjee1244,2 weeks ago,finally lord ram home jai shree ram,en
@sandeepsarkar958,2 weeks ago,jai shree ram,en
@nagendravarma81,2 weeks ago (edited),srilanka ravan lanka original ancient name simhala ravan lanka far beyond simhala invisible common human eye still ruled vibhishana plz dont relate ramayana simhala srilanka,en
@khushisawarn8909,2 weeks ago,,en
@nitishsharma-nn1lj,2 weeks ago,bus yar bha ram manidr ko safd rkna gandgi mat fela dena brna bha gutka tabcoo kush kash log bale gandgi dal dete hai kha pee ker chej bhai fank dete hai,en
@gauravkhatri4910,2 weeks ago,truth always win,en
@venkatesapalanithangavelu,2 weeks ago,excellent narration global connect shri ayodhya lord shree ram mandir pm shri narendra modi ji genuine cosmopolitan statesmanship lead india heartily welcome cherish global connect shree ram mandir shri ayodhya happiness jai jai shree ram har har mahadev,en
@srnp0007,2 weeks ago,modi ji chosen divine mission blessed soul jai jai shri ram,en
@adityakumardas7370,2 weeks ago,jay sri ram jay sta ram w b,en
@abhinavkumar6054,2 weeks ago,jai shree ram,en
@user-lz2lh6re1c,2 weeks ago,puja shali,en
@nagendergaddam601,2 weeks ago,great news,en
@LalitChunni-xo5mc,2 weeks ago,excellent presentation important shri ram temple birth place,en
@abhashkhare1848,2 weeks ago,jai shree ram,en
@sonamlopchan2611,2 weeks ago,lier,en
@guru6593,2 weeks ago,jay shriram,en
@GVenkatesulu,2 weeks ago,iam fortunate see ram temple opened beloved p fighting year legal battle,en
@user-hw4sr2oz5c,2 weeks ago,sanatan dharm byutifull,en
@mdvv6312,2 weeks ago,possible modiji became pm thats destiny,en
@rajprasadmalik9212,2 weeks ago,jaishree ram,en
@rajput85200067,2 weeks ago,jai shree ram every indian every hindu celebrate dipawali jan,en
@kamaljyotimedhi,2 weeks ago,lord ram emotion existential backbone without ram bharat cant exist,en
@rashmighai8246,2 weeks ago,jai shree ram,en
@divinepeace9192,2 weeks ago,born mandir movement started ancestor scarified life witnessing dream many holy soul reality gen luckiest one,en
@user-cr8mr3iz6r,2 weeks ago,jay shree ram,en
@PreetiSingh-hy3hm,2 weeks ago,enthusiastically prepared aptly made time,en
@venkatesanr2152,2 weeks ago,jai shree ram,en
@nehakulkarni5009,2 weeks ago,wherever gone ancient culture ruined,en
@nehakulkarni5009,2 weeks ago,ancestor sacrifi ced maintain culture experiencing percent saved year cultural de struction sav ge mu salmano fi lth,en
@topaz2825,2 weeks ago,lord ram inspiration billion,en
@divyansh34,2 weeks ago,ram mandir connection,en
@topaz2825,2 weeks ago,dig earth youll find everything somehow connected sanatana dharma jai shri ram hara hara mahadeva,en
@venkateshwarlugollapally4391,2 weeks ago,,en
@dhkw007,2 weeks ago,jai shri ram glory world peace,en
@InfoPanel7902,2 weeks ago,tear come eye thinking even hindu majority country fight long legally get place make temple one prominent god like essense life u,en
@jonardhonroy1307,2 weeks ago,well explainjai sree rame,en
@ColorfulCosmos,2 weeks ago,jai shree ram,en
@devaeprasad8886,2 weeks ago,wrong title believe ram awaiting,en
@TheRazitube,2 weeks ago,sanghi hindu happy celebration destroying mosque divided shall rule weve failed mahatma,en
@sm1606,2 weeks ago,akhand bharatvarsh jay shree ram,en
@bellappameti8751,2 weeks ago,,en
@madaan.-ff3285,2 weeks ago,,en
@radhikapai5537,2 weeks ago,,en
@SANATAN_YODHA369,2 weeks ago,jai shree ram,en
@NADEEMKHAN-os9wx,2 weeks ago,given single young jafar marriage hindu woman thank,en
@NADEEMKHAN-os9wx,2 weeks ago,jafar hindustan woman marrige,en
@Hinduism8080,2 weeks ago,god ram lord,en
@bidyutbiswas4588,2 weeks ago,sanatan hinduism rising jai shree ram hare krishna,en
@manoharanand3426,2 weeks ago,ashok vatika nepal nahi lanka thi nepal sitaji ka ghar tha ravan ne unhe lanka rakha tha,en
@muralidharav346,2 weeks ago,world awaiting witness great event centuryunfortunate people happy eventsince legally approvedeven muslim support openheartedly,en
@ashokkumarp.n3121,2 weeks ago,jai sri rama,en
@dineshparihar866,2 weeks ago,,en
@peterparker-pl8wt,2 weeks ago,connection ayodhya south korea big mistake didnt research fact connected ayodhya queen kanyakumari tn pandian dynasty princess went ship still evidence pandian emblem double fish government power lie connect anywhere everything without evidence,en
@rajiv_gupta_,2 weeks ago,,en
@kaur13,2 weeks ago,even felt also sign cowardness,en
@om-po6fr,2 weeks ago,look back lord rama life full grief lord rama took long become king disciplined humble,en
@ashokmisal2002,2 weeks ago,got poor leader past people misguided real information history book,en
@jamesbond4045,13 days ago,regret mean culture justice ayodhya still alive immortalizes value ayodhya,en
@GowthamiFoods,2 days ago,must cautious political party hinduism destroyer name secular party jai shri ram jai hanuman jai hindi,en
@Hwoman1123,1 day ago,kaurtrue,en
@user-yo3ph9yq4p,2 weeks ago,wonderful voice love inside jai shri ram,en
@rajiv_gupta_,2 weeks ago,best thing liked video anchor instead using word mythology ramayana used word scripture,en
@SherSingh-mk9th,2 weeks ago,wonderful,en
@user-yo3ph9yq4p,2 weeks ago,jai shri ram,en
@srkarthik1834,2 weeks ago,nice informative,en
@Ronofenang.,2 weeks ago,accept khangress party,en
@Raj-pq9vb,2 weeks ago,thanks pointless non evident fact narrated story korean queen connect ayodhya actually aayutha kanyakumari princess traveled ocean expedition korea anyway strong evidence prove connection tamil korean language culture jai sree ramjai hind,en
